,entry_id,updated,published,title,authors,summary,comment,journal_ref,doi,primary_category,categories,links,pdf_url
64,http://arxiv.org/abs/2111.00987v1,2021-09-25 12:37:05+00:00,2021-09-25 12:37:05+00:00,Modelling the transition to a low-carbon energy supply,['Alexander Kell'],"A transition to a low-carbon electricity supply is crucial to limit the impacts of climate change. Reducing carbon emissions could help prevent the world from reaching a tipping point, where runaway emissions are likely. Runaway emissions could lead to extremes in weather conditions around the world -- especially in problematic regions unable to cope with these conditions. However, the movement to a low-carbon energy supply can not happen instantaneously due to the existing fossil-fuel infrastructure and the requirement to maintain a reliable energy supply. Therefore, a low-carbon transition is required, however, the decisions various stakeholders should make over the coming decades to reduce these carbon emissions are not obvious. This is due to many long-term uncertainties, such as electricity, fuel and generation costs, human behaviour and the size of electricity demand. A well choreographed low-carbon transition is, therefore, required between all of the heterogenous actors in the system, as opposed to changing the behaviour of a single, centralised actor. The objective of this thesis is to create a novel, open-source agent-based model to better understand the manner in which the whole electricity market reacts to different factors using state-of-the-art machine learning and artificial intelligence methods. In contrast to other works, this thesis looks at both the long-term and short-term impact that different behaviours have on the electricity market by using these state-of-the-art methods.",PhD thesis,,,econ.GN,"['econ.GN', 'cs.AI', 'cs.LG', 'cs.MA', 'q-fin.EC']","['http://arxiv.org/abs/2111.00987v1', 'http://arxiv.org/pdf/2111.00987v1']",http://arxiv.org/pdf/2111.00987v1
65,http://arxiv.org/abs/2207.10330v1,2022-07-21 06:56:46+00:00,2022-07-21 06:56:46+00:00,Reinforcement learning for Energies of the future and carbon neutrality: a Challenge Design,"['Gaëtan Serré', 'Eva Boguslawski', 'Benjamin Donnot', 'Adrien Pavão', 'Isabelle Guyon', 'Antoine Marot']","Current rapid changes in climate increase the urgency to change energy production and consumption management, to reduce carbon and other green-house gas production. In this context, the French electricity network management company RTE (R{\'e}seau de Transport d'{\'E}lectricit{\'e}) has recently published the results of an extensive study outlining various scenarios for tomorrow's French power management. We propose a challenge that will test the viability of such a scenario. The goal is to control electricity transportation in power networks, while pursuing multiple objectives: balancing production and consumption, minimizing energetic losses, and keeping people and equipment safe and particularly avoiding catastrophic failures. While the importance of the application provides a goal in itself, this challenge also aims to push the state-of-the-art in a branch of Artificial Intelligence (AI) called Reinforcement Learning (RL), which offers new possibilities to tackle control problems. In particular, various aspects of the combination of Deep Learning and RL called Deep Reinforcement Learning remain to be harnessed in this application domain. This challenge belongs to a series started in 2019 under the name ""Learning to run a power network"" (L2RPN). In this new edition, we introduce new more realistic scenarios proposed by RTE to reach carbon neutrality by 2050, retiring fossil fuel electricity production, increasing proportions of renewable and nuclear energy and introducing batteries. Furthermore, we provide a baseline using state-of-the-art reinforcement learning algorithm to stimulate the future participants.",,"IEEE SSCI ADPRL, IEEE, Dec 2022, Singapour, Singapore",,cs.AI,['cs.AI'],"['http://arxiv.org/abs/2207.10330v1', 'http://arxiv.org/pdf/2207.10330v1']",http://arxiv.org/pdf/2207.10330v1
66,http://arxiv.org/abs/2108.00853v2,2022-02-08 16:15:54+00:00,2021-07-27 21:37:29+00:00,Sea Ice Forecasting using Attention-based Ensemble LSTM,"['Sahara Ali', 'Yiyi Huang', 'Xin Huang', 'Jianwu Wang']","Accurately forecasting Arctic sea ice from subseasonal to seasonal scales has been a major scientific effort with fundamental challenges at play. In addition to physics-based earth system models, researchers have been applying multiple statistical and machine learning models for sea ice forecasting. Looking at the potential of data-driven sea ice forecasting, we propose an attention-based Long Short Term Memory (LSTM) ensemble method to predict monthly sea ice extent up to 1 month ahead. Using daily and monthly satellite retrieved sea ice data from NSIDC and atmospheric and oceanic variables from ERA5 reanalysis product for 39 years, we show that our multi-temporal ensemble method outperforms several baseline and recently proposed deep learning models. This will substantially improve our ability in predicting future Arctic sea ice changes, which is fundamental for forecasting transporting routes, resource development, coastal erosion, threats to Arctic coastal communities and wildlife.","Accepted by the Tackling Climate Change with Machine Learning
  Workshop at the 2021 International Conference on Machine Learning (ICML 2021)",,,physics.ao-ph,"['physics.ao-ph', 'cs.AI', 'cs.LG']","['http://arxiv.org/abs/2108.00853v2', 'http://arxiv.org/pdf/2108.00853v2']",http://arxiv.org/pdf/2108.00853v2
67,http://arxiv.org/abs/2211.08268v1,2022-11-15 16:20:39+00:00,2022-11-15 16:20:39+00:00,A Comparative Study of Machine Learning and Deep Learning Techniques for Prediction of Co2 Emission in Cars,"['Samveg Shah', 'Shubham Thakar', 'Kashish Jain', 'Bhavya Shah', 'Sudhir Dhage']","The most recent concern of all people on Earth is the increase in the concentration of greenhouse gas in the atmosphere. The concentration of these gases has risen rapidly over the last century and if the trend continues it can cause many adverse climatic changes. There have been ways implemented to curb this by the government by limiting processes that emit a higher amount of CO2, one such greenhouse gas. However, there is mounting evidence that the CO2 numbers supplied by the government do not accurately reflect the performance of automobiles on the road. Our proposal of using artificial intelligence techniques to improve a previously rudimentary process takes a radical tack, but it fits the bill given the situation. To determine which algorithms and models produce the greatest outcomes, we compared them all and explored a novel method of ensembling them. Further, this can be used to foretell the rise in global temperature and to ground crucial policy decisions like the adoption of electric vehicles. To estimate emissions from vehicles, we used machine learning, deep learning, and ensemble learning on a massive dataset.","Will be published in Springer L.N.N.S. Data set used
  https://www.eea.europa.eu/data-and-maps/data/co2-cars-emission-22",,,cs.LG,"['cs.LG', 'cs.AI']","['http://arxiv.org/abs/2211.08268v1', 'http://arxiv.org/pdf/2211.08268v1']",http://arxiv.org/pdf/2211.08268v1
68,http://arxiv.org/abs/2110.00828v1,2021-10-02 15:51:51+00:00,2021-10-02 15:51:51+00:00,Artificial intelligence for Sustainable Energy: A Contextual Topic Modeling and Content Analysis,"['Tahereh Saheb', 'Mohammad Dehghani']","Parallel to the rising debates over sustainable energy and artificial intelligence solutions, the world is currently discussing the ethics of artificial intelligence and its possible negative effects on society and the environment. In these arguments, sustainable AI is proposed, which aims at advancing the pathway toward sustainability, such as sustainable energy. In this paper, we offered a novel contextual topic modeling combining LDA, BERT, and Clustering. We then combined these computational analyses with content analysis of related scientific publications to identify the main scholarly topics, sub-themes, and cross-topic themes within scientific research on sustainable AI in energy. Our research identified eight dominant topics including sustainable buildings, AI-based DSSs for urban water management, climate artificial intelligence, Agriculture 4, the convergence of AI with IoT, AI-based evaluation of renewable technologies, smart campus and engineering education, and AI-based optimization. We then recommended 14 potential future research strands based on the observed theoretical gaps. Theoretically, this analysis contributes to the existing literature on sustainable AI and sustainable energy, and practically, it intends to act as a general guide for energy engineers and scientists, AI scientists, and social scientists to widen their knowledge of sustainability in AI and energy convergence research.",,,,cs.AI,['cs.AI'],"['http://arxiv.org/abs/2110.00828v1', 'http://arxiv.org/pdf/2110.00828v1']",http://arxiv.org/pdf/2110.00828v1
69,http://arxiv.org/abs/1911.03216v1,2019-11-08 12:31:49+00:00,2019-11-08 12:31:49+00:00,AI Ethics for Systemic Issues: A Structural Approach,"['Agnes Schim van der Loeff', 'Iggy Bassi', 'Sachin Kapila', 'Jevgenij Gamper']","The debate on AI ethics largely focuses on technical improvements and stronger regulation to prevent accidents or misuse of AI, with solutions relying on holding individual actors accountable for responsible AI development. While useful and necessary, we argue that this ""agency"" approach disregards more indirect and complex risks resulting from AI's interaction with the socio-economic and political context. This paper calls for a ""structural"" approach to assessing AI's effects in order to understand and prevent such systemic risks where no individual can be held accountable for the broader negative impacts. This is particularly relevant for AI applied to systemic issues such as climate change and food security which require political solutions and global cooperation. To properly address the wide range of AI risks and ensure 'AI for social good', agency-focused policies must be complemented by policies informed by a structural approach.",,NeurIPS AI for Social Good 2019,,cs.AI,"['cs.AI', 'cs.CY']","['http://arxiv.org/abs/1911.03216v1', 'http://arxiv.org/pdf/1911.03216v1']",http://arxiv.org/pdf/1911.03216v1
70,http://arxiv.org/abs/1910.11227v1,2019-10-24 15:32:31+00:00,2019-10-24 15:32:31+00:00,Artificial intelligence for elections: the case of 2019 Argentina primary and presidential election,"['Zhenkun Zhou', 'Hernan A. Makse']","We use a method based on machine learning, big-data analytics, and network theory to process millions of messages posted in Twitter to predict election outcomes. The model has achieved accurate results in the current Argentina primary presidential election on August 11, 2019 by predicting the large difference win of candidate Alberto Fernandez over president Mauricio Macri; a result that none of the traditional pollsters in that country was able to predict, and has led to a major bond market collapse. We apply the model to the upcoming Argentina presidential election on October 27, 2019 yielding the following results: Fernandez 47.5%, Macri 30.9% and third party 21.6%. Our method improves over traditional polling methods which are based on direct interactions with small number of individuals that are plagued by ever declining response rates, currently falling in the low single digits. They provide a reliable polling method that can be applied not only to predict elections but to discover any trend in society, for instance, what people think about climate change, politics or education.",,,,cs.SI,"['cs.SI', 'physics.soc-ph']","['http://arxiv.org/abs/1910.11227v1', 'http://arxiv.org/pdf/1910.11227v1']",http://arxiv.org/pdf/1910.11227v1
71,http://arxiv.org/abs/2005.12401v1,2020-05-22 17:51:13+00:00,2020-05-22 17:51:13+00:00,Wind Speed Prediction and Visualization Using Long Short-Term Memory Networks (LSTM),"['Md Amimul Ehsan', 'Amir Shahirinia', 'Nian Zhang', 'Timothy Oladunni']","Climate change is one of the most concerning issues of this century. Emission from electric power generation is a crucial factor that drives the concern to the next level. Renewable energy sources are widespread and available globally, however, one of the major challenges is to understand their characteristics in a more informative way. This paper proposes the prediction of wind speed that simplifies wind farm planning and feasibility study. Twelve artificial intelligence algorithms were used for wind speed prediction from collected meteorological parameters. The model performances were compared to determine the wind speed prediction accuracy. The results show a deep learning approach, long short-term memory (LSTM) outperforms other models with the highest accuracy of 97.8%.","10th International Conference on Information Science and Technology
  (ICIST 2020)",,,cs.LG,['cs.LG'],"['http://arxiv.org/abs/2005.12401v1', 'http://arxiv.org/pdf/2005.12401v1']",http://arxiv.org/pdf/2005.12401v1
72,http://arxiv.org/abs/2010.04328v2,2021-02-08 20:47:24+00:00,2020-10-09 02:20:59+00:00,HydroDeep -- A Knowledge Guided Deep Neural Network for Geo-Spatiotemporal Data Analysis,"['Aishwarya Sarkar', 'Jien Zhang', 'Chaoqun Lu', 'Ali Jannesari']","Due to limited evidence and complex causes of regional climate change, the confidence in predicting fluvial floods remains low. Understanding the fundamental mechanisms intrinsic to geo-spatiotemporal information is crucial to improve the prediction accuracy. This paper demonstrates a hybrid neural network architecture - HydroDeep, that couples a process-based hydro-ecological model with a combination of Deep Convolutional Neural Network (CNN) and Long Short-Term Memory (LSTM) Network. HydroDeep outperforms the independent CNN's and LSTM's performance by 1.6% and 10.5% respectively in Nash-Sutcliffe efficiency. Also, we show that HydroDeep pre-trained in one region is adept at passing on its knowledge to distant places via unique transfer learning approaches that minimize HydroDeep's training duration for a new region by learning its regional geo-spatiotemporal features in a reduced number of iterations.",,,,cs.LG,"['cs.LG', 'cs.AI', 'eess.SP']","['http://arxiv.org/abs/2010.04328v2', 'http://arxiv.org/pdf/2010.04328v2']",http://arxiv.org/pdf/2010.04328v2
73,http://arxiv.org/abs/2012.02794v1,2020-12-04 16:59:15+00:00,2020-12-04 16:59:15+00:00,Impact of weather factors on migration intention using machine learning algorithms,"['John Aoga', 'Juhee Bae', 'Stefanija Veljanoska', 'Siegfried Nijssen', 'Pierre Schaus']","A growing attention in the empirical literature has been paid to the incidence of climate shocks and change in migration decisions. Previous literature leads to different results and uses a multitude of traditional empirical approaches.   This paper proposes a tree-based Machine Learning (ML) approach to analyze the role of the weather shocks towards an individual's intention to migrate in the six agriculture-dependent-economy countries such as Burkina Faso, Ivory Coast, Mali, Mauritania, Niger, and Senegal. We perform several tree-based algorithms (e.g., XGB, Random Forest) using the train-validation-test workflow to build robust and noise-resistant approaches. Then we determine the important features showing in which direction they are influencing the migration intention. This ML-based estimation accounts for features such as weather shocks captured by the Standardized Precipitation-Evapotranspiration Index (SPEI) for different timescales and various socioeconomic features/covariates.   We find that (i) weather features improve the prediction performance although socioeconomic characteristics have more influence on migration intentions, (ii) country-specific model is necessary, and (iii) international move is influenced more by the longer timescales of SPEIs while general move (which includes internal move) by that of shorter timescales.",,,,econ.GN,"['econ.GN', 'cs.AI', 'q-fin.EC']","['http://arxiv.org/abs/2012.02794v1', 'http://arxiv.org/pdf/2012.02794v1']",http://arxiv.org/pdf/2012.02794v1
74,http://arxiv.org/abs/2012.03690v1,2020-12-07 13:45:08+00:00,2020-12-07 13:45:08+00:00,An Enriched Automated PV Registry: Combining Image Recognition and 3D Building Data,"['Benjamin Rausch', 'Kevin Mayer', 'Marie-Louise Arlt', 'Gunther Gust', 'Philipp Staudt', 'Christof Weinhardt', 'Dirk Neumann', 'Ram Rajagopal']","While photovoltaic (PV) systems are installed at an unprecedented rate, reliable information on an installation level remains scarce. As a result, automatically created PV registries are a timely contribution to optimize grid planning and operations. This paper demonstrates how aerial imagery and three-dimensional building data can be combined to create an address-level PV registry, specifying area, tilt, and orientation angles. We demonstrate the benefits of this approach for PV capacity estimation. In addition, this work presents, for the first time, a comparison between automated and officially-created PV registries. Our results indicate that our enriched automated registry proves to be useful to validate, update, and complement official registries.","Tackling Climate Change with Machine Learning at NeurIPS 2020
  (Spotlight talk)",,,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']","['http://arxiv.org/abs/2012.03690v1', 'http://arxiv.org/pdf/2012.03690v1']",http://arxiv.org/pdf/2012.03690v1
75,http://arxiv.org/abs/2012.09508v2,2020-12-18 02:17:15+00:00,2020-12-17 11:16:08+00:00,Towards Optimal District Heating Temperature Control in China with Deep Reinforcement Learning,"['Adrien Le-Coz', 'Tahar Nabil', 'Francois Courtot']","Achieving efficiency gains in Chinese district heating networks, thereby reducing their carbon footprint, requires new optimal control methods going beyond current industry tools. Focusing on the secondary network, we propose a data-driven deep reinforcement learning (DRL) approach to address this task. We build a recurrent neural network, trained on simulated data, to predict the indoor temperatures. This model is then used to train two DRL agents, with or without expert guidance, for the optimal control of the supply water temperature. Our tests in a multi-apartment setting show that both agents can ensure a higher thermal comfort and at the same time a smaller energy cost, compared to an optimized baseline strategy.","Accepted at NeurIPS 2020 Workshop Tackling Climate Change with
  Machine Learning",,,eess.SY,"['eess.SY', 'cs.AI', 'cs.LG', 'cs.SY']","['http://arxiv.org/abs/2012.09508v2', 'http://arxiv.org/pdf/2012.09508v2']",http://arxiv.org/pdf/2012.09508v2
76,http://arxiv.org/abs/2012.11903v1,2020-12-22 10:06:47+00:00,2020-12-22 10:06:47+00:00,Modelling Human Routines: Conceptualising Social Practice Theory for Agent-Based Simulation,"['Rijk Mercuur', 'Virginia Dignum', 'Catholijn M. Jonker']","Our routines play an important role in a wide range of social challenges such as climate change, disease outbreaks and coordinating staff and patients in a hospital. To use agent-based simulations (ABS) to understand the role of routines in social challenges we need an agent framework that integrates routines. This paper provides the domain-independent Social Practice Agent (SoPrA) framework that satisfies requirements from the literature to simulate our routines. By choosing the appropriate concepts from the literature on agent theory, social psychology and social practice theory we ensure SoPrA correctly depicts current evidence on routines. By creating a consistent, modular and parsimonious framework suitable for multiple domains we enhance the usability of SoPrA. SoPrA provides ABS researchers with a conceptual, formal and computational framework to simulate routines and gain new insights into social systems.",,,,cs.MA,"['cs.MA', 'cs.AI', 'I.6; I.2']","['http://arxiv.org/abs/2012.11903v1', 'http://arxiv.org/pdf/2012.11903v1']",http://arxiv.org/pdf/2012.11903v1
77,http://arxiv.org/abs/2102.04534v1,2021-02-05 15:12:10+00:00,2021-02-05 15:12:10+00:00,A modular framework for extreme weather generation,"['Bianca Zadrozny', 'Campbell D. Watson', 'Daniela Szwarcman', 'Daniel Civitarese', 'Dario Oliveira', 'Eduardo Rodrigues', 'Jorge Guevara']","Extreme weather events have an enormous impact on society and are expected to become more frequent and severe with climate change. In this context, resilience planning becomes crucial for risk mitigation and coping with these extreme events. Machine learning techniques can play a critical role in resilience planning through the generation of realistic extreme weather event scenarios that can be used to evaluate possible mitigation actions. This paper proposes a modular framework that relies on interchangeable components to produce extreme weather event scenarios. We discuss possible alternatives for each of the components and show initial results comparing two approaches on the task of generating precipitation scenarios.",,,,cs.LG,"['cs.LG', 'cs.AI']","['http://arxiv.org/abs/2102.04534v1', 'http://arxiv.org/pdf/2102.04534v1']",http://arxiv.org/pdf/2102.04534v1
78,http://arxiv.org/abs/2104.11677v1,2021-04-21 18:13:16+00:00,2021-04-21 18:13:16+00:00,Rapid Detection of Aircrafts in Satellite Imagery based on Deep Neural Networks,"['Arsalan Tahir', 'Muhammad Adil', 'Arslan Ali']","Object detection is one of the fundamental objectives in Applied Computer Vision. In some of the applications, object detection becomes very challenging such as in the case of satellite image processing. Satellite image processing has remained the focus of researchers in domains of Precision Agriculture, Climate Change, Disaster Management, etc. Therefore, object detection in satellite imagery is one of the most researched problems in this domain. This paper focuses on aircraft detection. in satellite imagery using deep learning techniques. In this paper, we used YOLO deep learning framework for aircraft detection. This method uses satellite images collected by different sources as learning for the model to perform detection. Object detection in satellite images is mostly complex because objects have many variations, types, poses, sizes, complex and dense background. YOLO has some limitations for small size objects (less than$\sim$32 pixels per object), therefore we upsample the prediction grid to reduce the coarseness of the model and to accurately detect the densely clustered objects. The improved model shows good accuracy and performance on different unknown images having small, rotating, and dense objects to meet the requirements in real-time.",,,,cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']","['http://arxiv.org/abs/2104.11677v1', 'http://arxiv.org/pdf/2104.11677v1']",http://arxiv.org/pdf/2104.11677v1
79,http://arxiv.org/abs/2107.06846v1,2021-07-14 17:02:15+00:00,2021-07-14 17:02:15+00:00,Extreme Precipitation Seasonal Forecast Using a Transformer Neural Network,"['Daniel Salles Civitarese', 'Daniela Szwarcman', 'Bianca Zadrozny', 'Campbell Watson']","An impact of climate change is the increase in frequency and intensity of extreme precipitation events. However, confidently predicting the likelihood of extreme precipitation at seasonal scales remains an outstanding challenge. Here, we present an approach to forecasting the quantiles of the maximum daily precipitation in each week up to six months ahead using the temporal fusion transformer (TFT) model. Through experiments in two regions, we compare TFT predictions with those of two baselines: climatology and a calibrated ECMWF SEAS5 ensemble forecast (S5). Our results show that, in terms of quantile risk at six month lead time, the TFT predictions significantly outperform those from S5 and show an overall small improvement compared to climatology. The TFT also responds positively to departures from normal that climatology cannot.",,,,cs.LG,"['cs.LG', 'cs.AI', 'physics.ao-ph']","['http://arxiv.org/abs/2107.06846v1', 'http://arxiv.org/pdf/2107.06846v1']",http://arxiv.org/pdf/2107.06846v1
80,http://arxiv.org/abs/2109.10085v1,2021-09-21 10:42:24+00:00,2021-09-21 10:42:24+00:00,Heterogeneous Ensemble for ESG Ratings Prediction,"['Tim Krappel', 'Alex Bogun', 'Damian Borth']","Over the past years, topics ranging from climate change to human rights have seen increasing importance for investment decisions. Hence, investors (asset managers and asset owners) who wanted to incorporate these issues started to assess companies based on how they handle such topics. For this assessment, investors rely on specialized rating agencies that issue ratings along the environmental, social and governance (ESG) dimensions. Such ratings allow them to make investment decisions in favor of sustainability. However, rating agencies base their analysis on subjective assessment of sustainability reports, not provided by every company. Furthermore, due to human labor involved, rating agencies are currently facing the challenge to scale up the coverage in a timely manner.   In order to alleviate these challenges and contribute to the overall goal of supporting sustainability, we propose a heterogeneous ensemble model to predict ESG ratings using fundamental data. This model is based on feedforward neural network, CatBoost and XGBoost ensemble members. Given the public availability of fundamental data, the proposed method would allow cost-efficient and scalable creation of initial ESG ratings (also for companies without sustainability reporting). Using our approach we are able to explain 54% of the variation in ratings R2 using fundamental data and outperform prior work in this area.",Accepted to KDD Workshop on Machine Learning in Finance 2021,,,cs.AI,"['cs.AI', 'J.4']","['http://arxiv.org/abs/2109.10085v1', 'http://arxiv.org/pdf/2109.10085v1']",http://arxiv.org/pdf/2109.10085v1
81,http://arxiv.org/abs/2204.05149v1,2022-04-11 14:30:27+00:00,2022-04-11 14:30:27+00:00,"The Carbon Footprint of Machine Learning Training Will Plateau, Then Shrink","['David Patterson', 'Joseph Gonzalez', 'Urs Hölzle', 'Quoc Le', 'Chen Liang', 'Lluis-Miquel Munguia', 'Daniel Rothchild', 'David So', 'Maud Texier', 'Jeff Dean']","Machine Learning (ML) workloads have rapidly grown in importance, but raised concerns about their carbon footprint. Four best practices can reduce ML training energy by up to 100x and CO2 emissions up to 1000x. By following best practices, overall ML energy use (across research, development, and production) held steady at <15% of Google's total energy use for the past three years. If the whole ML field were to adopt best practices, total carbon emissions from training would reduce. Hence, we recommend that ML papers include emissions explicitly to foster competition on more than just model quality. Estimates of emissions in papers that omitted them have been off 100x-100,000x, so publishing emissions has the added benefit of ensuring accurate accounting. Given the importance of climate change, we must get the numbers right to make certain that we work on its biggest challenges.",,,,cs.LG,"['cs.LG', 'cs.AI', 'cs.GL']","['http://arxiv.org/abs/2204.05149v1', 'http://arxiv.org/pdf/2204.05149v1']",http://arxiv.org/pdf/2204.05149v1
82,http://arxiv.org/abs/2205.01989v1,2022-05-04 10:43:58+00:00,2022-05-04 10:43:58+00:00,MM-Claims: A Dataset for Multimodal Claim Detection in Social Media,"['Gullal S. Cheema', 'Sherzod Hakimov', 'Abdul Sittar', 'Eric Müller-Budack', 'Christian Otto', 'Ralph Ewerth']","In recent years, the problem of misinformation on the web has become widespread across languages, countries, and various social media platforms. Although there has been much work on automated fake news detection, the role of images and their variety are not well explored. In this paper, we investigate the roles of image and text at an earlier stage of the fake news detection pipeline, called claim detection. For this purpose, we introduce a novel dataset, MM-Claims, which consists of tweets and corresponding images over three topics: COVID-19, Climate Change and broadly Technology. The dataset contains roughly 86000 tweets, out of which 3400 are labeled manually by multiple annotators for the training and evaluation of multimodal models. We describe the dataset in detail, evaluate strong unimodal and multimodal baselines, and analyze the potential and drawbacks of current models.",Accepted to Findings of NAACL 2022,,,cs.CL,"['cs.CL', 'cs.AI', 'cs.CV', 'cs.MM', 'cs.SI']","['http://arxiv.org/abs/2205.01989v1', 'http://arxiv.org/pdf/2205.01989v1']",http://arxiv.org/pdf/2205.01989v1
83,http://arxiv.org/abs/2206.06369v2,2022-10-28 12:09:41+00:00,2022-06-10 07:23:22+00:00,Towards predicting dynamic stability of power grids with Graph Neural Networks,"['Christian Nauck', 'Michael Lindner', 'Konstantin Schürholt', 'Frank Hellmann']","To mitigate climate change, the share of renewable energies in power production needs to be increased. Renewables introduce new challenges to power grids regarding the dynamic stability due to decentralization, reduced inertia and volatility in production. However, dynamic stability simulations are intractable and exceedingly expensive for large grids. Graph Neural Networks (GNNs) are a promising method to reduce the computational effort of analyzing dynamic stability of power grids. We provide new datasets of dynamic stability of synthetic power grids and find that GNNs are surprisingly effective at predicting highly non-linear targets from topological information only. We show that large GNNs outperform GNNs from previous work as well as as handcrafted graph features and semi-analytic approximations. Further, we demonstrate GNNs can accurately identify trouble maker-nodes in the power grids. Lastly, we show that GNNs trained on small grids can perform accurately on a large synthetic Texan power grid model, which illustrates the potential of our approach.","10 pages + references and appendix, 8 figures",,,cs.LG,"['cs.LG', 'cs.AI', 'physics.data-an']","['http://arxiv.org/abs/2206.06369v2', 'http://arxiv.org/pdf/2206.06369v2']",http://arxiv.org/pdf/2206.06369v2
84,http://arxiv.org/abs/2208.05419v1,2022-08-08 06:06:31+00:00,2022-08-08 06:06:31+00:00,FourCastNet: Accelerating Global High-Resolution Weather Forecasting using Adaptive Fourier Neural Operators,"['Thorsten Kurth', 'Shashank Subramanian', 'Peter Harrington', 'Jaideep Pathak', 'Morteza Mardani', 'David Hall', 'Andrea Miele', 'Karthik Kashinath', 'Animashree Anandkumar']","Extreme weather amplified by climate change is causing increasingly devastating impacts across the globe. The current use of physics-based numerical weather prediction (NWP) limits accuracy due to high computational cost and strict time-to-solution limits. We report that a data-driven deep learning Earth system emulator, FourCastNet, can predict global weather and generate medium-range forecasts five orders-of-magnitude faster than NWP while approaching state-of-the-art accuracy. FourCast-Net is optimized and scales efficiently on three supercomputing systems: Selene, Perlmutter, and JUWELS Booster up to 3,808 NVIDIA A100 GPUs, attaining 140.8 petaFLOPS in mixed precision (11.9%of peak at that scale). The time-to-solution for training FourCastNet measured on JUWELS Booster on 3,072GPUs is 67.4minutes, resulting in an 80,000times faster time-to-solution relative to state-of-the-art NWP, in inference. FourCastNet produces accurate instantaneous weather predictions for a week in advance, enables enormous ensembles that better capture weather extremes, and supports higher global forecast resolutions.",,,,physics.ao-ph,"['physics.ao-ph', 'cs.AI', 'cs.CV', 'cs.LG', 'cs.PF']","['http://arxiv.org/abs/2208.05419v1', 'http://arxiv.org/pdf/2208.05419v1']",http://arxiv.org/pdf/2208.05419v1
85,http://arxiv.org/abs/2208.10932v1,2022-08-23 13:03:02+00:00,2022-08-23 13:03:02+00:00,Research Note on Uncertain Probabilities and Abstract Argumentation,"['Pietro Baroni', 'Federico Cerutti', 'Massimiliano Giacomin', 'Lance M. Kaplan', 'Murat Sensoy']","The sixth assessment of the international panel on climate change (IPCC) states that ""cumulative net CO2 emissions over the last decade (2010-2019) are about the same size as the 11 remaining carbon budget likely to limit warming to 1.5C (medium confidence)."" Such reports directly feed the public discourse, but nuances such as the degree of belief and of confidence are often lost. In this paper, we propose a formal account for allowing such degrees of belief and the associated confidence to be used to label arguments in abstract argumentation settings. Differently from other proposals in probabilistic argumentation, we focus on the task of probabilistic inference over a chosen query building upon Sato's distribution semantics which has been already shown to encompass a variety of cases including the semantics of Bayesian networks. Borrowing from the vast literature on such semantics, we examine how such tasks can be dealt with in practice when considering uncertain probabilities, and discuss the connections with existing proposals for probabilistic argumentation.",,,,cs.AI,['cs.AI'],"['http://arxiv.org/abs/2208.10932v1', 'http://arxiv.org/pdf/2208.10932v1']",http://arxiv.org/pdf/2208.10932v1
86,http://arxiv.org/abs/2210.00113v1,2022-09-30 22:10:38+00:00,2022-09-30 22:10:38+00:00,"Institutional Foundations of Adaptive Planning: Exploration of Flood Planning in the Lower Rio Grande Valley, Texas, USA","['Ashley D. Ross', 'Ali Nejat', 'Virgie Greb']","Adaptive planning is ideally suited for the deep uncertainties presented by climate change. While there is a robust scholarship on the theory and methods of adaptive planning, this has largely neglected how adaptive planning is affected by existing planning institutions and how to move forward within the constraints of traditional planning organizations. This study asks: How do existing traditional planning institutions support adaptive planning? We explore this for flood planning in the Lower Rio Grande Valley of Texas, United States. We draw on county hazard plan and regional flood plan documents as well as transcripts of regional flood planning meetings to explore the emergent topics of these institutional outputs. Using Natural Language Processing to analyze this large amount of text, we find that hazard plans and discussions developing these plans are largely lacking an adaptive approach.",,,,cs.CL,"['cs.CL', 'cs.AI', 'cs.IR']","['http://arxiv.org/abs/2210.00113v1', 'http://arxiv.org/pdf/2210.00113v1']",http://arxiv.org/pdf/2210.00113v1
87,http://arxiv.org/abs/2210.08103v1,2022-10-14 20:55:10+00:00,2022-10-14 20:55:10+00:00,High-resolution synthetic residential energy use profiles for the United States,"['Swapna Thorve', 'Young Yun Baek', 'Samarth Swarup', 'Henning Mortveit', 'Achla Marathe', 'Anil Vullikanti', 'Madhav Marathe']","Efficient energy consumption is crucial for achieving sustainable energy goals in the era of climate change and grid modernization. Thus, it is vital to understand how energy is consumed at finer resolutions such as household in order to plan demand-response events or analyze the impacts of weather, electricity prices, electric vehicles, solar, and occupancy schedules on energy consumption. However, availability and access to detailed energy-use data, which would enable detailed studies, has been rare. In this paper, we release a unique, large-scale, synthetic, residential energy-use dataset for the residential sector across the contiguous United States covering millions of households. The data comprise of hourly energy use profiles for synthetic households, disaggregated into Thermostatically Controlled Loads (TCL) and appliance use. The underlying framework is constructed using a bottom-up approach. Diverse open-source surveys and first principles models are used for end-use modeling. Extensive validation of the synthetic dataset has been conducted through comparisons with reported energy-use data. We present a detailed, open, high-resolution, residential energy-use dataset for the United States.","The paper has been conditionally accepted for publication in Nature
  Scientific Data",,,eess.SP,"['eess.SP', 'cs.AI']","['http://arxiv.org/abs/2210.08103v1', 'http://arxiv.org/pdf/2210.08103v1']",http://arxiv.org/pdf/2210.08103v1
